Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
905126,colinfurze,Videojuegos,12800000.0,Estados Unidos,3900000.0,133300.0,5200.0,http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw
906,HeroMovies2023,Vlogs diarios,12800000.0,India,7400.0,179.0,2.0,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw
907,rathorvideo,Música y baile,12800000.0,India,4200.0,34.0,3.0,http://youtube.com/channel/UCbSGbqIVds2FiYn-0v0AqSA
908,refugiomental6818,"Películas, Animación",12800000.0,Brasil,93900.0,2500.0,28.0,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg
909,StarBharat,,12800000.0,India,61000.0,1100.0,14.0,http://youtube.com/channel/UCCy2rLnGdwoJcSAtixNdsPQ
910,TroomTroom_Indonesia,"Música y baile, Películas",12700000.0,Indonesia,96700.0,818.0,18.0,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA
911,bharatzkitchenHINDI,,12700000.0,India,152400.0,3700.0,140.0,http://youtube.com/channel/UCfD08FDOGbzIxCduGKkJ0Xg
912,AdexeyNau,Música y baile,12700000.0,México,13900.0,1600.0,88.0,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ
913,WildNOut,"Música y baile, Humor",12700000.0,Estados Unidos,312300.0,12800.0,99.0,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ
9141463,piuzinho,"Animación, Humor",12700000.0,Brasil,178800.0,32600.0,650.0,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw
915935,MasSKabeche,"Películas, Animación",12700000.0,México,756600.0,36100.0,536.0,http://youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q
916,QuantumTech,Ciencia y tecnología,12700000.0,Estados Unidos,233600.0,2000.0,36.0,http://youtube.com/channel/UC4Tklxku1yPcRIH0VVCKoeA
917,tappuhoneyparmar4277,,12700000.0,India,333400.0,0.0,34.0,http://youtube.com/channel/UCFdmd1JSZVHF2nCpudLfQDA
918,pocoyo,,12700000.0,Unknown,403800.0,2100.0,0.0,http://youtube.com/channel/UCnB5W_ZJgiDFnklejRGADxw
919,GoldminesActionMovies,,12700000.0,Unknown,5100.0,133.0,0.0,http://youtube.com/channel/UCY7tB-mpvlQeWgaCCS1Cmwg
920,TheDaniRep,"Animación, Videojuegos",12700000.0,México,154700.0,9600.0,89.0,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ
921,parislifestyle7488,,12700000.0,India,354600.0,3000.0,197.0,http://youtube.com/channel/UCt_KDu-DtBqvIw7X-V7mlmQ
9222127,TimbaVk,"Animación, Videojuegos",12700000.0,México,612000.0,24200.0,479.0,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA
923179,OliviaRodrigo,Música y baile,12700000.0,Estados Unidos,418900.0,47900.0,1000.0,http://youtube.com/channel/UCy3zgWom-5AGypGX_FVTKpg
9241947,merrickhanna,,12700000.0,Estados Unidos,536300.0,25900.0,244.0,http://youtube.com/channel/UC39he8ro-KtBHkq0NXOFyQw
925535,SoyTioNestor,Animación,12700000.0,México,278000.0,19900.0,307.0,http://youtube.com/channel/UCLKqPeUlDBTxDe2x8QTpLlg
926,TalentRecap,"Música y baile, Películas",12700000.0,Estados Unidos,35800.0,370.0,18.0,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ
927,hzhtubekidsfun,"Animación, Juguetes",12700000.0,Unknown,65400.00000000001,851.0,0.0,http://youtube.com/channel/UCAgx4HcQIYn9lM0rhtIuH9w
928,DisneyChannelUK,"Películas, Humor",12700000.0,Unknown,46300.0,344.0,0.0,http://youtube.com/channel/UCLeuoGy_hUDTBf5Hk0ynrpQ
929,InsideEdition,Noticias y Política,12700000.0,Estados Unidos,63400.0,1500.0,120.0,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w
930,SaregamaHumBhojpuri,Música y baile,12700000.0,India,17500.0,899.0,24.0,http://youtube.com/channel/UC0J8BQahplvTY6LjlnLf_NQ
931,Yair17,"Películas, Animación",12700000.0,México,152700.0,10100.0,242.0,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ
932,AvrilLavigne,Música y baile,12700000.0,Estados Unidos,49600.0,4600.0,166.0,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA
933374,FilmTheory,"Películas, Animación",12700000.0,Estados Unidos,3400000.0,217100.0,5300.0,http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q
934,HISTORY,Películas,12700000.0,Estados Unidos,92400.0,1700.0,136.0,http://youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ
935,ArynewsTvofficial,Noticias y Política,12700000.0,Pakistán,2300.0,42.0,1.0,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg
936,parafernalha,"Películas, Humor",12700000.0,Brasil,25200.0,1800.0,14.0,http://youtube.com/channel/UCddYq41_tZ1FnLlguLT6-Ow
937202,SPDNOO1,Humor,12700000.0,Tailandia,2300000.0,60000.0,239.0,http://youtube.com/channel/UCiHQ5AywCFKF6q-C5dIguVQ
938709,casey,Películas,12700000.0,Estados Unidos,841100.0,49600.0,2300.0,http://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ
939427,Jackdohertyy,,12600000.0,Estados Unidos,1100000.0,52300.0,337.0,http://youtube.com/channel/UCkj8f9sqSKuzn-NyP7Os1ZQ
940603,TiboInShape,Deportes,12600000.0,Francia,664500.0,39100.0,400.0,http://youtube.com/channel/UCpWaR3gNAQGsX48cIlQC0qw
94153,golu008,,12600000.0,India,6500000.0,308000.0,402.0,http://youtube.com/channel/UCl1oiiVVTQkD2zq8beALVjA
942,healthtime6469,Vlogs diarios,12600000.0,India,2700.0,92.0,2.0,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw
943,TroomTroom_Pt,Animación,12600000.0,Brasil,48000.0,1100.0,12.0,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA
944,timesmusicindia,Música y baile,12600000.0,India,7400.0,271.0,8.0,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw
945,eltrece,Música y baile,12500000.0,Unknown,2300.0,27.0,4.0,http://youtube.com/channel/UC0DM_mHV2u6dj8ig51GkQwg
946,Ruhofficial,,12500000.0,Unknown,96600.0,2400.0,7.0,http://youtube.com/channel/UCOV4B25tLhyLkGB_N8olPpw
947,Baby_Jenny,"Películas, Juguetes",12500000.0,Unknown,40400.0,73.0,0.0,http://youtube.com/channel/UCoL0M9swO14BT8u9pTn9MvQ
948,gibby,,12500000.0,México,32700.000000000004,2000.0,162.0,http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA
9493618,LOUDgg,,12500000.0,Brasil,33400.0,2200.0,10.0,http://youtube.com/channel/UC7iwNp4GUynlGXvK-6KD0Rw
950,PeopleVsFood,Comida y bebida,12500000.0,Estados Unidos,38800.0,2400.0,29.0,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg
951260,CRAZYGREAPA,,12500000.0,India,1500000.0,83000.0,141.0,http://youtube.com/channel/UCNQAoLEv87L7NgUp4We3HIg
952,LittleBabyBumEspanol,,12500000.0,Unknown,16900.0,29.0,0.0,http://youtube.com/channel/UCHicabXz9rUMWLcdMqBtbxQ
953,Aniruddhacharyaji,Vlogs diarios,12500000.0,India,102200.0,4600.0,211.0,http://youtube.com/channel/UCDe0DwkMVFfSIoiYdQUPQmQ
954,umansayyedshorts,,12500000.0,India,182000.0,12900.0,55.0,http://youtube.com/channel/UC0T8Ija8hlA0ZWQSIwZi1-w
95519,AmauryGuichonChef,,12500000.0,Estados Unidos,925500.0,81400.0,945.0,http://youtube.com/channel/UC0fvGpDXi7sV2hbgD-O47yw
956,telugufilmnagar,,12500000.0,India,2800.0,41.0,1.0,http://youtube.com/channel/UCintIUOJEktQBfhEI9XXpuw
9571728,PANDACANAL,,12500000.0,México,2400000.0,161000.0,770.0,http://youtube.com/channel/UCidiEXdWtuFT6DH3RYiUs3w
958,ChrisBrownVEVO,Música y baile,12500000.0,Estados Unidos,490300.0,15400.0,670.0,http://youtube.com/channel/UCm1dsgJNnhaLkY3uAdqN4mA
959334,lukedavidson81,"Animación, Humor",12500000.0,Estados Unidos,1200000.0,97200.0,747.0,http://youtube.com/channel/UCuwJoiGWRxPYStBp0l0WuZw
960,TheKingofRandom,DIY y Life Hacks,12500000.0,Estados Unidos,36300.0,1300.0,41.0,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g
9615,Lulu99,,12500000.0,Colombia,472400.0,31300.0,790.0,http://youtube.com/channel/UCCyCcRlr_NRDP-JFAhBxq1g
962,LipaoGamer,"Películas, Animación",12500000.0,Brasil,124400.0,4200.0,89.0,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw
963467,M4Techofficial,,12500000.0,India,1600000.0,59100.0,1200.0,http://youtube.com/channel/UClfll_TO6FpOPLUg4Aawhlw
964,lilwayne,Coches y vehículos,12500000.0,Estados Unidos,44300.0,2000.0,105.0,http://youtube.com/channel/UCO9zJy7HWrIS3ojB4Lr7Yqw
965,NattiNatasha,Música y baile,12500000.0,Estados Unidos,24000.0,3300.0,152.0,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA
966369,TWOSIDEGAMERS,Vlogs diarios,12500000.0,India,274000.0,17900.0,914.0,http://youtube.com/channel/UCiDikVE7Y4_KpQwsxarj38g
967,BlackEyedPeas,Música y baile,12500000.0,Estados Unidos,8700.0,633.0,11.0,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g
9682570,Panda.,"Animación, Videojuegos",12500000.0,India,741400.0,66000.0,327.0,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw
969,bbcearth,,12500000.0,Estados Unidos,104500.0,1900.0,63.0,http://youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg
970,SaaihHalilintar,"Películas, Humor",12500000.0,Indonesia,0.0,0.0,0.0,http://youtube.com/channel/UCEIdGryox368qWinrZ9eA8A
971,videogyan,"Animación, Juguetes",12400000.0,Unknown,348100.0,7600.0,0.0,http://youtube.com/channel/UCs0upBDG-dCAxy8_VDPE5XA
972,MashaBearHINDI,"Animación, Juguetes",12400000.0,Unknown,117400.0,760.0,0.0,http://youtube.com/channel/UCpgG0rtKd-CTzStI9w2ibkg
973,Belitskay,,12400000.0,Estados Unidos,694100.0,35300.0,359.0,http://youtube.com/channel/UCqOwcxgDCjnHNgMt9A3Ua8w
974,HeeraGoldOfficial,Vlogs diarios,12400000.0,Pakistán,84300.0,1000.0,75.0,http://youtube.com/channel/UC9dfnBWlg5h1Fr5_w8rjZyg
975,aljazeeraenglish,Noticias y Política,12400000.0,Estados Unidos,40600.0,1300.0,465.0,http://youtube.com/channel/UCNye-wNBqNL5ZzHSJj3l8Bg
976,HiTechIslamic,Música y baile,12400000.0,Pakistán,50200.0,875.0,45.0,http://youtube.com/channel/UCtKKyuORzErSd7TWfkunxsw
977,user-tt5ge5fj4i,"Música y baile, Animación",12400000.0,Unknown,80000.0,337.0,0.0,http://youtube.com/channel/UC-oIulX1JBJ0aKAB0GHnThA
978,PinkVideoVault,Música y baile,12400000.0,Estados Unidos,281500.0,10800.0,444.0,http://youtube.com/channel/UCE5yTn9ljzSnC_oMp9Jnckg
979,IceCreamRolls,,12300000.0,Estados Unidos,23100.0,635.0,51.0,http://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA
9802232,dojacat,Música y baile,12300000.0,Estados Unidos,332400.0,28000.0,1700.0,http://youtube.com/channel/UCzpl23pGTHVYqvKsgY0A-_w
981,123GO_,DIY y Life Hacks,12300000.0,Estados Unidos,44100.0,345.0,16.0,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ
982,belabagunca,"Películas, Animación",12300000.0,Brasil,132900.0,5100.0,166.0,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw
9832926,AnnoyingOrange,"Películas, Animación",12300000.0,Estados Unidos,285200.0,14200.0,516.0,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA
984,yogawithadriene,Fitness,12300000.0,Estados Unidos,548200.0,14600.0,503.0,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA
98524,OumWalidcuisine,Educación,12300000.0,Argelia,302700.0,15200.0,657.0,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ
9863043,ankitabhawsar,,12300000.0,India,420900.0,20100.0,34.0,http://youtube.com/channel/UCigIQemkMDqVKxRxErb5fAA
987,LuanSantana,Música y baile,12300000.0,Brasil,848800.0,7700.0,358.0,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA
988,TeremokSongs,,12300000.0,Rusia,76600.0,177.0,0.0,http://youtube.com/channel/UCqZZoXlUEki3H7_GCQrw53A
989,Family-Box,Películas,12300000.0,Rusia,190400.0,8200.0,242.0,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ
990,tvOneNews,Noticias y Política,12300000.0,Indonesia,6200.0,89.0,11.0,http://youtube.com/channel/UCER4rvDnRBPr_ncYW4UCZjg
991,MUSATANVEER,,12300000.0,Pakistán,62800.0,408.0,28.0,http://youtube.com/channel/UC6jRgc_w-nCk7oAoM6lwNNQ
992,bonbonmedia9360,,12300000.0,Reino Unido,577300.0,0.0,10.0,http://youtube.com/channel/UCnbbGVLEKgBnwGxHro0eD1w
9932575,Alextis,,12300000.0,España,1900000.0,102700.0,246.0,http://youtube.com/channel/UCFabcGAulWGOhffpQakBM_w
994124,benjacalero,"Películas, Animación",12300000.0,Argentina,1100000.0,121700.0,1200.0,http://youtube.com/channel/UCYydV0b9GawikL_L5b2yt-Q
995,HarshaSaiForYouHindi,,12300000.0,India,1900000.0,140000.0,1600.0,http://youtube.com/channel/UCpZe6c7I8kkQuME1T4uMa_g
996,morharyanvi,Música y baile,12300000.0,India,168900.0,3800.0,784.0,http://youtube.com/channel/UC_Rh_RLrouZHPf2vUFvaP_g
997,UTKARSHCLASSES13,Educación,12300000.0,India,20100.0,1300.0,47.0,http://youtube.com/channel/UCLuBF4Xr1-BIpcpFFm7zp7w
998,MBCMASRtv,,12300000.0,Egipto,2300.0,40.0,4.0,http://youtube.com/channel/UCnFKsbAof9fRv614I4wJX_w
999,NFL,Deportes,12300000.0,Estados Unidos,26000.0,604.0,53.0,http://youtube.com/channel/UCDVYQ4Zhbm3S2dlz7P1GBDg
1000,MykeTowers,Música y baile,12300000.0,Colombia,96100.0,3400.0,128.0,http://youtube.com/channel/UCLk8IJ1TwI7Xl7UUfAD8xPQ
